folder_name,description,data_attributes,text_attribute,model_names,k,run_id,accuracy,f1_score,con_accuracy,con_f1_score,num_nodes,max_depth,ccp_alpha,avg_path_length
werk,distilled,"age,gender",question,,10,1,0.4091447308498042,0.30062932193741976,0.8793150560160305,0.8501382018255078,99,17,0.00013237101500151657,9.081974678932507
werk,baseline,"age,gender",question,BoW,10,1,0.4236269241278805,0.32794379979841665,1.0,1.0,0,0,0.0,0.0
werk,soft,"age,gender",question,BoW,10,1,0.4263594134256308,0.28936213635440305,0.8574551416340286,0.8075214192930875,49,9,1.0412310377636857e-05,5.723198834137899
werk,distilled,"age,gender",question,BoW,10,1,0.42444667091720556,0.32853584604254066,0.9737681027415976,0.9736187079225401,253,30,0.00012488812403452622,13.01029237635486
werk,baseline,"age,gender",question,BoNG,10,1,0.4236269241278805,0.32794379979841665,1.0,1.0,0,0,0.0,0.0
werk,soft,"age,gender",question,BoNG,10,1,0.41725111576646323,0.32321352085429417,0.9099189361508334,0.9072627156021541,51,11,1.0786065080961888e-05,6.041624920302396
werk,distilled,"age,gender",question,BoNG,10,1,0.42353584115128884,0.32928394843604797,0.9505419437107204,0.9501776678094639,243,32,0.0001004914899366458,13.705346570725931
werk,baseline,"age,gender",question,LDA,10,1,0.4236269241278805,0.32794379979841665,1.0,1.0,0,0,0.0,0.0
werk,soft,"age,gender",question,LDA,10,1,0.41624920302395485,0.26745384118006843,0.8081792512979324,0.732264335859077,43,8,1.033275593296975e-05,5.426905911285181
werk,distilled,"age,gender",question,LDA,10,1,0.4046816649968121,0.2964566886904867,0.8398761271518353,0.8209843180806541,703,22,3.767329716696805e-05,11.792512979324165
werk,baseline,"age,gender",question,"BoW,BoNG,LDA",10,1,0.4236269241278805,0.32794379979841665,1.0,1.0,0,0,0.0,0.0
werk,soft,"age,gender",question,"BoW,BoNG,LDA",10,1,0.4265415793788141,0.2911181948308532,0.8510793332726113,0.8003237660888944,45,7,1.187251062011885e-05,5.721741506512433
werk,distilled,"age,gender",question,"BoW,BoNG,LDA",10,1,0.41816194553238,0.32011366023382104,0.9288641952819018,0.926702377998635,715,37,2.8013477380565997e-05,17.223335458602786
werk,baseline,"age,gender",question,,10,2,0.41825302850897167,0.3315158019346563,1.0,1.0,0,0,0.0,0.0
werk,soft,"age,gender",question,,10,2,0.4170689498132799,0.2640371269134908,0.7845887603606886,0.6988281076172066,35,8,1.0405077117022769e-05,4.315238181983787
werk,distilled,"age,gender",question,,10,2,0.4022224246288369,0.300845078506948,0.9278622825393934,0.9066199346381134,81,12,0.00016571159767362308,6.689224883869205
werk,baseline,"age,gender",question,BoW,10,2,0.41825302850897167,0.3315158019346563,1.0,1.0,0,0,0.0,0.0
werk,soft,"age,gender",question,BoW,10,2,0.41725111576646323,0.32362011811697206,0.9558247563530377,0.9521898307615606,41,10,1.0634091551942612e-05,5.092631387193734
werk,distilled,"age,gender",question,BoW,10,2,0.4170689498132799,0.3304806861014617,0.991893615083341,0.9919018846887461,215,20,7.470310633884812e-05,10.628472538482558
werk,baseline,"age,gender",question,BoNG,10,2,0.41825302850897167,0.3315158019346563,1.0,1.0,0,0,0.0,0.0
werk,soft,"age,gender",question,BoNG,10,2,0.4167046179069132,0.3269328748970922,0.9685763730758721,0.967618822045143,49,11,1.0798683983878027e-05,5.824209855178068
werk,distilled,"age,gender",question,BoNG,10,2,0.4170689498132799,0.3302647963821643,0.991893615083341,0.9918709578665998,293,18,4.7855985803744525e-05,12.102195099735859
werk,baseline,"age,gender",question,LDA,10,2,0.41825302850897167,0.3315158019346563,1.0,1.0,0,0,0.0,0.0
werk,soft,"age,gender",question,LDA,10,2,0.4163402860005465,0.26861508403409085,0.7773021222333546,0.6948862929889947,39,7,1.0678482649265608e-05,4.977320338828673
werk,distilled,"age,gender",question,LDA,10,2,0.40304217141816195,0.304131833161324,0.9175699061845342,0.8955305243062374,417,23,1.883472392336879e-05,9.32516622643228
werk,baseline,"age,gender",question,"BoW,BoNG,LDA",10,2,0.41825302850897167,0.3315158019346563,1.0,1.0,0,0,0.0,0.0
werk,soft,"age,gender",question,"BoW,BoNG,LDA",10,2,0.41624920302395485,0.2684463800640417,0.7773932052099463,0.6949424995456436,41,7,1.067848264928164e-05,5.221240550141179
werk,distilled,"age,gender",question,"BoW,BoNG,LDA",10,2,0.4031332543947536,0.30878868050670993,0.9299571910010019,0.9170060865240344,189,16,8.072849392921726e-05,8.165224519537299
